Source,Target,BaseGearScore,Cooldown,RecipeLevel,SalvageRecipe,Quantity,Tradeskill,Rarity,Station,Icon,Type,Category
ingott51,mediumchest_voidbentt5,200.0,nan,nan,nan,1,Armoring,4.0,Outfitting Station Tier 5,m_voidbentmedium_chest,recipe,Armor
clawt5,mediumchest_voidbentt5,200.0,nan,nan,nan,2,Armoring,4.0,Outfitting Station Tier 5,m_voidbentmedium_chest,recipe,Armor
voidbentingot,mediumchest_voidbentt5,200.0,nan,nan,nan,1,Armoring,4.0,Outfitting Station Tier 5,m_voidbentmedium_chest,recipe,Armor
fangt4,mediumchest_voidbentt5,200.0,nan,nan,nan,4,Armoring,4.0,Outfitting Station Tier 5,m_voidbentmedium_chest,recipe,Armor
scarhidet1,mediumchest_voidbentt5,200.0,nan,nan,nan,2,Armoring,4.0,Outfitting Station Tier 5,m_voidbentmedium_chest,recipe,Armor
azoth_currency,mediumchest_syndicaterank5_occultist,0.0,nan,nan,nan,50,Armoring,3.0,Outfitting Station Tier 2,Chest_DemonHunter3T2,recipe,Faction Gear
syndicateseal_occultist,mediumchest_syndicaterank5_occultist,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Chest_DemonHunter3T2,recipe,Faction Gear
mediumchest_syndicaterank5,mediumchest_syndicaterank5_occultist,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Chest_DemonHunter3T2,recipe,Faction Gear
azoth_currency,mediumchest_syndicaterank5_cleric,0.0,nan,nan,nan,50,Armoring,3.0,Outfitting Station Tier 2,Chest_DemonHunter3T2,recipe,Faction Gear
syndicateseal_cleric,mediumchest_syndicaterank5_cleric,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Chest_DemonHunter3T2,recipe,Faction Gear
mediumchest_syndicaterank5,mediumchest_syndicaterank5_cleric,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Chest_DemonHunter3T2,recipe,Faction Gear
azoth_currency,mediumchest_syndicaterank5_barbarian,0.0,nan,nan,nan,50,Armoring,3.0,Outfitting Station Tier 2,Chest_DemonHunter3T2,recipe,Faction Gear
syndicateseal_barbarian,mediumchest_syndicaterank5_barbarian,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Chest_DemonHunter3T2,recipe,Faction Gear
mediumchest_syndicaterank5,mediumchest_syndicaterank5_barbarian,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Chest_DemonHunter3T2,recipe,Faction Gear
azoth_currency,mediumchest_syndicaterank4_occultist,0.0,nan,nan,nan,50,Armoring,3.0,Outfitting Station Tier 2,Chest_DemonHunter3T2,recipe,Faction Gear
syndicateseal_occultist,mediumchest_syndicaterank4_occultist,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Chest_DemonHunter3T2,recipe,Faction Gear
mediumchest_syndicaterank4,mediumchest_syndicaterank4_occultist,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Chest_DemonHunter3T2,recipe,Faction Gear
azoth_currency,mediumchest_syndicaterank4_cleric,0.0,nan,nan,nan,50,Armoring,3.0,Outfitting Station Tier 2,Chest_DemonHunter3T2,recipe,Faction Gear
syndicateseal_cleric,mediumchest_syndicaterank4_cleric,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Chest_DemonHunter3T2,recipe,Faction Gear
mediumchest_syndicaterank4,mediumchest_syndicaterank4_cleric,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Chest_DemonHunter3T2,recipe,Faction Gear
azoth_currency,mediumchest_syndicaterank4_barbarian,0.0,nan,nan,nan,50,Armoring,3.0,Outfitting Station Tier 2,Chest_DemonHunter3T2,recipe,Faction Gear
syndicateseal_barbarian,mediumchest_syndicaterank4_barbarian,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Chest_DemonHunter3T2,recipe,Faction Gear
mediumchest_syndicaterank4,mediumchest_syndicaterank4_barbarian,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Chest_DemonHunter3T2,recipe,Faction Gear
azoth_currency,mediumchest_syndicaterank3_occultist,0.0,nan,nan,nan,50,Armoring,2.0,Outfitting Station Tier 2,Chest_DemonHunter3T2,recipe,Faction Gear
syndicateseal_occultist,mediumchest_syndicaterank3_occultist,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Chest_DemonHunter3T2,recipe,Faction Gear
mediumchest_syndicaterank3,mediumchest_syndicaterank3_occultist,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Chest_DemonHunter3T2,recipe,Faction Gear
azoth_currency,mediumchest_syndicaterank3_cleric,0.0,nan,nan,nan,50,Armoring,2.0,Outfitting Station Tier 2,Chest_DemonHunter3T2,recipe,Faction Gear
syndicateseal_cleric,mediumchest_syndicaterank3_cleric,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Chest_DemonHunter3T2,recipe,Faction Gear
mediumchest_syndicaterank3,mediumchest_syndicaterank3_cleric,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Chest_DemonHunter3T2,recipe,Faction Gear
azoth_currency,mediumchest_syndicaterank3_barbarian,0.0,nan,nan,nan,50,Armoring,2.0,Outfitting Station Tier 2,Chest_DemonHunter3T2,recipe,Faction Gear
syndicateseal_barbarian,mediumchest_syndicaterank3_barbarian,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Chest_DemonHunter3T2,recipe,Faction Gear
mediumchest_syndicaterank3,mediumchest_syndicaterank3_barbarian,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Chest_DemonHunter3T2,recipe,Faction Gear
azoth_currency,mediumchest_syndicaterank2_occultist,0.0,nan,nan,nan,50,Armoring,2.0,Outfitting Station Tier 2,Chest_DemonHunter3T2,recipe,Faction Gear
syndicateseal_occultist,mediumchest_syndicaterank2_occultist,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Chest_DemonHunter3T2,recipe,Faction Gear
mediumchest_syndicaterank2,mediumchest_syndicaterank2_occultist,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Chest_DemonHunter3T2,recipe,Faction Gear
azoth_currency,mediumchest_syndicaterank2_cleric,0.0,nan,nan,nan,50,Armoring,2.0,Outfitting Station Tier 2,Chest_DemonHunter3T2,recipe,Faction Gear
syndicateseal_cleric,mediumchest_syndicaterank2_cleric,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Chest_DemonHunter3T2,recipe,Faction Gear
mediumchest_syndicaterank2,mediumchest_syndicaterank2_cleric,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Chest_DemonHunter3T2,recipe,Faction Gear
azoth_currency,mediumchest_syndicaterank2_barbarian,0.0,nan,nan,nan,50,Armoring,2.0,Outfitting Station Tier 2,Chest_DemonHunter3T2,recipe,Faction Gear
syndicateseal_barbarian,mediumchest_syndicaterank2_barbarian,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Chest_DemonHunter3T2,recipe,Faction Gear
mediumchest_syndicaterank2,mediumchest_syndicaterank2_barbarian,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Chest_DemonHunter3T2,recipe,Faction Gear
azoth_currency,mediumchest_syndicaterank1_occultist,0.0,nan,nan,nan,50,Armoring,1.0,Outfitting Station Tier 2,Chest_DemonHunter3T2,recipe,Faction Gear
syndicateseal_occultist,mediumchest_syndicaterank1_occultist,0.0,nan,nan,nan,1,Armoring,1.0,Outfitting Station Tier 2,Chest_DemonHunter3T2,recipe,Faction Gear
mediumchest_syndicaterank1,mediumchest_syndicaterank1_occultist,0.0,nan,nan,nan,1,Armoring,1.0,Outfitting Station Tier 2,Chest_DemonHunter3T2,recipe,Faction Gear
azoth_currency,mediumchest_syndicaterank1_cleric,0.0,nan,nan,nan,50,Armoring,1.0,Outfitting Station Tier 2,Chest_DemonHunter3T2,recipe,Faction Gear
syndicateseal_cleric,mediumchest_syndicaterank1_cleric,0.0,nan,nan,nan,1,Armoring,1.0,Outfitting Station Tier 2,Chest_DemonHunter3T2,recipe,Faction Gear
mediumchest_syndicaterank1,mediumchest_syndicaterank1_cleric,0.0,nan,nan,nan,1,Armoring,1.0,Outfitting Station Tier 2,Chest_DemonHunter3T2,recipe,Faction Gear
azoth_currency,mediumchest_syndicaterank1_barbarian,0.0,nan,nan,nan,50,Armoring,1.0,Outfitting Station Tier 2,Chest_DemonHunter3T2,recipe,Faction Gear
syndicateseal_barbarian,mediumchest_syndicaterank1_barbarian,0.0,nan,nan,nan,1,Armoring,1.0,Outfitting Station Tier 2,Chest_DemonHunter3T2,recipe,Faction Gear
mediumchest_syndicaterank1,mediumchest_syndicaterank1_barbarian,0.0,nan,nan,nan,1,Armoring,1.0,Outfitting Station Tier 2,Chest_DemonHunter3T2,recipe,Faction Gear
azoth_currency,mediumchest_syndicateplaguedoctort5_cleric,0.0,nan,nan,nan,50,Armoring,3.0,Outfitting Station Tier 2,Chest_PlagueDoctorT2,recipe,Faction Gear
syndicateseal_cleric,mediumchest_syndicateplaguedoctort5_cleric,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Chest_PlagueDoctorT2,recipe,Faction Gear
mediumchest_syndicateplaguedoctort5,mediumchest_syndicateplaguedoctort5_cleric,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Chest_PlagueDoctorT2,recipe,Faction Gear
azoth_currency,mediumchest_syndicateplaguedoctort5_brigand,0.0,nan,nan,nan,50,Armoring,3.0,Outfitting Station Tier 2,Chest_PlagueDoctorT2,recipe,Faction Gear
syndicateseal_brigand,mediumchest_syndicateplaguedoctort5_brigand,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Chest_PlagueDoctorT2,recipe,Faction Gear
mediumchest_syndicateplaguedoctort5,mediumchest_syndicateplaguedoctort5_brigand,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Chest_PlagueDoctorT2,recipe,Faction Gear
azoth_currency,mediumchest_syndicateplaguedoctort5_barbarian,0.0,nan,nan,nan,50,Armoring,3.0,Outfitting Station Tier 2,Chest_PlagueDoctorT2,recipe,Faction Gear
syndicateseal_barbarian,mediumchest_syndicateplaguedoctort5_barbarian,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Chest_PlagueDoctorT2,recipe,Faction Gear
mediumchest_syndicateplaguedoctort5,mediumchest_syndicateplaguedoctort5_barbarian,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Chest_PlagueDoctorT2,recipe,Faction Gear
agentshadowed,mediumchest_shroudedintentcoatt4a,5.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 3,Chest_FieldshadowT2,recipe,Work Orders
mediumchest_shroudedintentcoatt4,mediumchest_shroudedintentcoatt4a,5.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 3,Chest_FieldshadowT2,recipe,Work Orders
workorder_1002_0104_coat_shroudedintent,mediumchest_shroudedintentcoatt4,5.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 3,Chest_FieldshadowT2,recipe,Work Orders
1002_0104_stormsailscraps,mediumchest_shroudedintentcoatt4,5.0,nan,nan,nan,14,Armoring,2.0,Outfitting Station Tier 3,Chest_FieldshadowT2,recipe,Work Orders
1002_0104_blightbanepitch,mediumchest_shroudedintentcoatt4,5.0,nan,nan,nan,15,Armoring,2.0,Outfitting Station Tier 3,Chest_FieldshadowT2,recipe,Work Orders
1002_0104_huntersclasps,mediumchest_shroudedintentcoatt4,5.0,nan,nan,nan,12,Armoring,2.0,Outfitting Station Tier 3,Chest_FieldshadowT2,recipe,Work Orders
azoth_currency,mediumchest_marauderrank5_occultist,0.0,nan,nan,nan,50,Armoring,3.0,Outfitting Station Tier 2,Chest_DemonHunter1T2,recipe,Faction Gear
marauderseal_occultist,mediumchest_marauderrank5_occultist,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Chest_DemonHunter1T2,recipe,Faction Gear
mediumchest_marauderrank5,mediumchest_marauderrank5_occultist,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Chest_DemonHunter1T2,recipe,Faction Gear
azoth_currency,mediumchest_marauderrank5_cleric,0.0,nan,nan,nan,50,Armoring,3.0,Outfitting Station Tier 2,Chest_DemonHunter1T2,recipe,Faction Gear
marauderseal_cleric,mediumchest_marauderrank5_cleric,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Chest_DemonHunter1T2,recipe,Faction Gear
mediumchest_marauderrank5,mediumchest_marauderrank5_cleric,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Chest_DemonHunter1T2,recipe,Faction Gear
azoth_currency,mediumchest_marauderrank5_barbarian,0.0,nan,nan,nan,50,Armoring,3.0,Outfitting Station Tier 2,Chest_DemonHunter1T2,recipe,Faction Gear
marauderseal_barbarian,mediumchest_marauderrank5_barbarian,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Chest_DemonHunter1T2,recipe,Faction Gear
mediumchest_marauderrank5,mediumchest_marauderrank5_barbarian,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Chest_DemonHunter1T2,recipe,Faction Gear
azoth_currency,mediumchest_marauderrank4_occultist,0.0,nan,nan,nan,50,Armoring,3.0,Outfitting Station Tier 2,Chest_DemonHunter1T2,recipe,Faction Gear
marauderseal_occultist,mediumchest_marauderrank4_occultist,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Chest_DemonHunter1T2,recipe,Faction Gear
mediumchest_marauderrank4,mediumchest_marauderrank4_occultist,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Chest_DemonHunter1T2,recipe,Faction Gear
azoth_currency,mediumchest_marauderrank4_cleric,0.0,nan,nan,nan,50,Armoring,3.0,Outfitting Station Tier 2,Chest_DemonHunter1T2,recipe,Faction Gear
marauderseal_cleric,mediumchest_marauderrank4_cleric,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Chest_DemonHunter1T2,recipe,Faction Gear
mediumchest_marauderrank4,mediumchest_marauderrank4_cleric,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Chest_DemonHunter1T2,recipe,Faction Gear
azoth_currency,mediumchest_marauderrank4_barbarian,0.0,nan,nan,nan,50,Armoring,3.0,Outfitting Station Tier 2,Chest_DemonHunter1T2,recipe,Faction Gear
marauderseal_barbarian,mediumchest_marauderrank4_barbarian,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Chest_DemonHunter1T2,recipe,Faction Gear
mediumchest_marauderrank4,mediumchest_marauderrank4_barbarian,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Chest_DemonHunter1T2,recipe,Faction Gear
azoth_currency,mediumchest_marauderrank3_occultist,0.0,nan,nan,nan,50,Armoring,2.0,Outfitting Station Tier 2,Chest_DemonHunter1T2,recipe,Faction Gear
marauderseal_occultist,mediumchest_marauderrank3_occultist,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Chest_DemonHunter1T2,recipe,Faction Gear
mediumchest_marauderrank3,mediumchest_marauderrank3_occultist,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Chest_DemonHunter1T2,recipe,Faction Gear
azoth_currency,mediumchest_marauderrank3_cleric,0.0,nan,nan,nan,50,Armoring,2.0,Outfitting Station Tier 2,Chest_DemonHunter1T2,recipe,Faction Gear
marauderseal_cleric,mediumchest_marauderrank3_cleric,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Chest_DemonHunter1T2,recipe,Faction Gear
mediumchest_marauderrank3,mediumchest_marauderrank3_cleric,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Chest_DemonHunter1T2,recipe,Faction Gear
azoth_currency,mediumchest_marauderrank3_barbarian,0.0,nan,nan,nan,50,Armoring,2.0,Outfitting Station Tier 2,Chest_DemonHunter1T2,recipe,Faction Gear
marauderseal_barbarian,mediumchest_marauderrank3_barbarian,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Chest_DemonHunter1T2,recipe,Faction Gear
mediumchest_marauderrank3,mediumchest_marauderrank3_barbarian,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Chest_DemonHunter1T2,recipe,Faction Gear
azoth_currency,mediumchest_marauderrank2_occultist,0.0,nan,nan,nan,50,Armoring,2.0,Outfitting Station Tier 2,Chest_DemonHunter1T2,recipe,Faction Gear
marauderseal_occultist,mediumchest_marauderrank2_occultist,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Chest_DemonHunter1T2,recipe,Faction Gear
mediumchest_marauderrank2,mediumchest_marauderrank2_occultist,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Chest_DemonHunter1T2,recipe,Faction Gear
azoth_currency,mediumchest_marauderrank2_cleric,0.0,nan,nan,nan,50,Armoring,2.0,Outfitting Station Tier 2,Chest_DemonHunter1T2,recipe,Faction Gear
marauderseal_cleric,mediumchest_marauderrank2_cleric,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Chest_DemonHunter1T2,recipe,Faction Gear
mediumchest_marauderrank2,mediumchest_marauderrank2_cleric,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Chest_DemonHunter1T2,recipe,Faction Gear
azoth_currency,mediumchest_marauderrank2_barbarian,0.0,nan,nan,nan,50,Armoring,2.0,Outfitting Station Tier 2,Chest_DemonHunter1T2,recipe,Faction Gear
marauderseal_barbarian,mediumchest_marauderrank2_barbarian,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Chest_DemonHunter1T2,recipe,Faction Gear
mediumchest_marauderrank2,mediumchest_marauderrank2_barbarian,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Chest_DemonHunter1T2,recipe,Faction Gear
azoth_currency,mediumchest_marauderrank1_occultist,0.0,nan,nan,nan,50,Armoring,1.0,Outfitting Station Tier 2,Chest_DemonHunter1T2,recipe,Faction Gear
marauderseal_occultist,mediumchest_marauderrank1_occultist,0.0,nan,nan,nan,1,Armoring,1.0,Outfitting Station Tier 2,Chest_DemonHunter1T2,recipe,Faction Gear
mediumchest_marauderrank1,mediumchest_marauderrank1_occultist,0.0,nan,nan,nan,1,Armoring,1.0,Outfitting Station Tier 2,Chest_DemonHunter1T2,recipe,Faction Gear
azoth_currency,mediumchest_marauderrank1_cleric,0.0,nan,nan,nan,50,Armoring,1.0,Outfitting Station Tier 2,Chest_DemonHunter1T2,recipe,Faction Gear
marauderseal_cleric,mediumchest_marauderrank1_cleric,0.0,nan,nan,nan,1,Armoring,1.0,Outfitting Station Tier 2,Chest_DemonHunter1T2,recipe,Faction Gear
mediumchest_marauderrank1,mediumchest_marauderrank1_cleric,0.0,nan,nan,nan,1,Armoring,1.0,Outfitting Station Tier 2,Chest_DemonHunter1T2,recipe,Faction Gear
azoth_currency,mediumchest_marauderrank1_barbarian,0.0,nan,nan,nan,50,Armoring,1.0,Outfitting Station Tier 2,Chest_DemonHunter1T2,recipe,Faction Gear
marauderseal_barbarian,mediumchest_marauderrank1_barbarian,0.0,nan,nan,nan,1,Armoring,1.0,Outfitting Station Tier 2,Chest_DemonHunter1T2,recipe,Faction Gear
mediumchest_marauderrank1,mediumchest_marauderrank1_barbarian,0.0,nan,nan,nan,1,Armoring,1.0,Outfitting Station Tier 2,Chest_DemonHunter1T2,recipe,Faction Gear
stickyvinest1,mediumchest_crafteddungeon7t5,160.0,nan,500.0,nan,10,Armoring,0.0,Outfitting Station Tier 5,m_nagaangryearthmedium_chest,recipe,Expedition Replicas
Tier 5 Leather,mediumchest_crafteddungeon7t5,160.0,nan,500.0,nan,22,Armoring,0.0,Outfitting Station Tier 5,m_nagaangryearthmedium_chest,recipe,Expedition Replicas
Cloth,mediumchest_crafteddungeon7t5,160.0,nan,500.0,nan,12,Armoring,0.0,Outfitting Station Tier 5,m_nagaangryearthmedium_chest,recipe,Expedition Replicas
Metals,mediumchest_crafteddungeon7t5,160.0,nan,500.0,nan,1,Armoring,0.0,Outfitting Station Tier 5,m_nagaangryearthmedium_chest,recipe,Expedition Replicas
spectraldustt1,mediumchest_crafteddungeon6t5,160.0,nan,500.0,nan,10,Armoring,0.0,Outfitting Station Tier 5,MediumChestAT5,recipe,Expedition Replicas
Tier 5 Leather,mediumchest_crafteddungeon6t5,160.0,nan,500.0,nan,22,Armoring,0.0,Outfitting Station Tier 5,MediumChestAT5,recipe,Expedition Replicas
Cloth,mediumchest_crafteddungeon6t5,160.0,nan,500.0,nan,12,Armoring,0.0,Outfitting Station Tier 5,MediumChestAT5,recipe,Expedition Replicas
Metals,mediumchest_crafteddungeon6t5,160.0,nan,500.0,nan,1,Armoring,0.0,Outfitting Station Tier 5,MediumChestAT5,recipe,Expedition Replicas
collarjadet1,mediumchest_crafteddungeon5t4,110.0,nan,400.0,nan,10,Armoring,0.0,Outfitting Station Tier 4,MediumChestAT4,recipe,Expedition Replicas
Tier 4 Leather,mediumchest_crafteddungeon5t4,110.0,nan,400.0,nan,22,Armoring,0.0,Outfitting Station Tier 4,MediumChestAT4,recipe,Expedition Replicas
Cloth,mediumchest_crafteddungeon5t4,110.0,nan,400.0,nan,12,Armoring,0.0,Outfitting Station Tier 4,MediumChestAT4,recipe,Expedition Replicas
Metals,mediumchest_crafteddungeon5t4,110.0,nan,400.0,nan,1,Armoring,0.0,Outfitting Station Tier 4,MediumChestAT4,recipe,Expedition Replicas
corruptedtalismant1,mediumchest_crafteddungeon4t4,110.0,nan,400.0,nan,10,Armoring,0.0,Outfitting Station Tier 4,m_wraithhuntermediumspikes_chest,recipe,Expedition Replicas
Tier 4 Leather,mediumchest_crafteddungeon4t4,110.0,nan,400.0,nan,22,Armoring,0.0,Outfitting Station Tier 4,m_wraithhuntermediumspikes_chest,recipe,Expedition Replicas
Cloth,mediumchest_crafteddungeon4t4,110.0,nan,400.0,nan,12,Armoring,0.0,Outfitting Station Tier 4,m_wraithhuntermediumspikes_chest,recipe,Expedition Replicas
Metals,mediumchest_crafteddungeon4t4,110.0,nan,400.0,nan,1,Armoring,0.0,Outfitting Station Tier 4,m_wraithhuntermediumspikes_chest,recipe,Expedition Replicas
sparklingbonedustt1,mediumchest_crafteddungeon2t3,60.0,nan,300.0,nan,10,Armoring,0.0,Outfitting Station Tier 3,m_skeletonguardianarmor_chest,recipe,Expedition Replicas
Tier 3 Leather,mediumchest_crafteddungeon2t3,60.0,nan,300.0,nan,22,Armoring,0.0,Outfitting Station Tier 3,m_skeletonguardianarmor_chest,recipe,Expedition Replicas
Cloth,mediumchest_crafteddungeon2t3,60.0,nan,300.0,nan,12,Armoring,0.0,Outfitting Station Tier 3,m_skeletonguardianarmor_chest,recipe,Expedition Replicas
Metals,mediumchest_crafteddungeon2t3,60.0,nan,300.0,nan,1,Armoring,0.0,Outfitting Station Tier 3,m_skeletonguardianarmor_chest,recipe,Expedition Replicas
coagulatedbloodt1,mediumchest_crafteddungeon1t3,60.0,nan,300.0,nan,10,Armoring,0.0,Outfitting Station Tier 3,MediumChestAT3,recipe,Expedition Replicas
Tier 3 Leather,mediumchest_crafteddungeon1t3,60.0,nan,300.0,nan,22,Armoring,0.0,Outfitting Station Tier 3,MediumChestAT3,recipe,Expedition Replicas
Cloth,mediumchest_crafteddungeon1t3,60.0,nan,300.0,nan,12,Armoring,0.0,Outfitting Station Tier 3,MediumChestAT3,recipe,Expedition Replicas
Metals,mediumchest_crafteddungeon1t3,60.0,nan,300.0,nan,1,Armoring,0.0,Outfitting Station Tier 3,MediumChestAT3,recipe,Expedition Replicas
azoth_currency,mediumchest_covenantrank5_occultist,0.0,nan,nan,nan,50,Armoring,3.0,Outfitting Station Tier 2,Chest_DemonHunter2T2,recipe,Faction Gear
covenantseal_occultist,mediumchest_covenantrank5_occultist,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Chest_DemonHunter2T2,recipe,Faction Gear
mediumchest_covenantrank5,mediumchest_covenantrank5_occultist,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Chest_DemonHunter2T2,recipe,Faction Gear
azoth_currency,mediumchest_covenantrank5_cleric,0.0,nan,nan,nan,50,Armoring,3.0,Outfitting Station Tier 2,Chest_DemonHunter2T2,recipe,Faction Gear
covenantseal_cleric,mediumchest_covenantrank5_cleric,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Chest_DemonHunter2T2,recipe,Faction Gear
mediumchest_covenantrank5,mediumchest_covenantrank5_cleric,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Chest_DemonHunter2T2,recipe,Faction Gear
